product,date,title,rating,body
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 28, 2018",Love!,4.0,"Love this, but my one dog is scared of the noise the machine makes when tossing a treat. But it's great to see what they are up to!!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 4, 2017",Five Stars,5.0,"Awesome product, my two dogs love getting their treats."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 9, 2019",Thumbs up,5.0,Better than my security camera
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 30, 2019",Good,5.0,Good
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 9, 2018",Five Stars,5.0,The best treat giver ever! Both my Maltese go running near Furbo the moment they hear it dispensing.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 30, 2018",Didn't work for my pup,2.0,"Unfortunately, my dog was very scared of the sound it made and didn't like it."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 15, 2019","Fantastic buy, very happy with functionality!",5.0,This is dog camera and treat dispenser work great and is amazing. Loved by the Dog!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 14, 2018",Best Product Ever,5.0,What a gadget that gives me  peace of mind while I’m not home. Thank you ❤️❤️❤️❤️❤️❤️❤️❤️
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 14, 2019",Cat loves it,5.0,The cat comes right away for a treat but my dog won’t go to it unless I’m home
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 1, 2019",Best dog camera ever!!!,5.0,"I honestly love this camera. I love that I can check up on my dogs, talk to them and give them a treat without even being home."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 28, 2019",Love it,5.0,"Don’t know what I did without it before, plus fun to use"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 24, 2016",Five Stars,5.0,easy set up. excellent app. wonderful product ... works perfectly
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 27, 2019",Works better then I could’ve imagined,5.0,This has to be the best dog investment I’ve made so far
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 30, 2019",Lots of fun and our dog loves it,5.0,Great fun and easy to set-up
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 28, 2020",Worth it,4.0,"Easy to use, I didn’t like that it automatically set up dog nanny after a couple days of use."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 3, 2020",This is fun!,5.0,Easy to use right out of the box! We are enjoying it very much
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 16, 2018",Love it,5.0,Love everything
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 6, 2019",Very cool product,5.0,Worked great
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 30, 2021",Good video camera treats will eventually stop shooting out right,3.0,Eventually stopped throwing the treats far. Not impressed.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 18, 2019",Very dissatisfied used wish I could return it like bn,1.0,Certainly did not fit up to what they state
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 5, 2019",Great product,5.0,"What an amazing product! Our puppies love FURBO, the picture quality is full HD and shows very well. Highly recommended!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 2, 2020",Pratique et simple,5.0,Pour vérifier activité de mon Border Coolie et le récompenser.très simple à faire fonctionner.merci
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 26, 2019",Great pet interaction!,5.0,Great product. Easy to interact with my kids!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 22, 2017","it is wonderful, I love a lot thanks Furbo",5.0,"it is wonderful ,I love a lot thanks Furbo"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 2, 2019",Great product!,5.0,Great product. Video streaming works well!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 19, 2019",Didn’t work long.,3.0,Worked great for a. Purple months then we had to unplug it and move it.  Hasn’t worked since. Won’t connect.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 15, 2018",it strongly recommend!,5.0,"It is very helpful, it strongly recommend!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 6, 2019",Super !,5.0,Nous voulions voir comment il est sans nous et c’est super surtout avec les notifications d’aboiements.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 21, 2019",Keep an eye on fur babies,5.0,Love it but I find some issues. Today not connecting at all but the online help was great.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 22, 2018",Great way to interact with your pets while you're out,5.0,So much fun!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on June 23, 2019",Peace of mind,5.0,The peace of mind this product brings me made it worth every penny
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 6, 2021",Love this product,5.0,Great productGreat idea
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 21, 2019",Excellent idea,5.0,Great way to keep an eye on your pet when you are not home and reward it with a treat.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 12, 2018",Pet owner’s best friend.,5.0,It has helped us identify our dog’s behavior problem.  The image is clear. Love the item. Well made and designed.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 12, 2020",my daugher in law loves it,5.0,I gave this to my daughter in law for xmas and she loves it.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 4, 2021",Easy to use.,5.0,Excellent product!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 14, 2020",Works like a charm,5.0,I like this camera - but try not to hit your puppy with the treats
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 19, 2017",Five Stars,5.0,great buy to see and interact with your pet
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 24, 2019",Works extremely well.,5.0,I have not had a dislike for this product. So far it has been an amazing product. Very glad I purchased it. Great for cats as well!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 10, 2020",Love the Furbo!,5.0,"Bought the furbo for Christmas , our dog loves the treats and that we can talk to her when we are not home."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 20, 2018",Treat throwing didn't work out of the box.,1.0,"Treat thrower doesn't work, camera is poor quality."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 27, 2017",Furbo is great!,5.0,Great product! Love the view and quality. Minor problem with the firmware update was easily corrected by their awesome support staff. Hugo loves his new Furbo!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 30, 2019",Easy setup,5.0,"Could be a better camera / speaker , but it works good for the dogs"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 27, 2019",The cat loves it more then the dog!,5.0,Would recommend to and pet lover. They don’t talk about it at all but our cat actually loves it more then the dog does.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 12, 2020",seeing my pet,5.0,"Love the product , it would be nice if the camera had  wider range."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 21, 2016",Five Stars,5.0,Lots of fun.. however the treat shooting option does not toss that far.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 22, 2018",Love this product,5.0,"Love this product! We can check on our dog when are not home, keep him entertained by throwing food and talk to him. Thank you Furbo!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 18, 2017",Great Product,5.0,"A couple of little problems, but met all my expectations (firmware update that caused issues, but was resolved quickly by the ""Furbo Team"")"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 8, 2019",Didnt work,1.0,Didnt work
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 21, 2020",Furbo is great!,5.0,Love the Furbo and so does my dog and cat....they are actually a little obsessed with it.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 16, 2018",Treats really shoot out,5.0,Works like they say
